Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AMD,NVDA,TSM,AMD,NVDA,TSM,AMD,NVDA,TSM,AMD,NVDA,TSM,AMD,NVDA,TSM,AMD,NVDA,TSM
Date,,,,,,,,,,,,,,,,,,
2024-04-08,169.89999389648438,87.12584686279297,142.3409423828125,169.89999389648438,87.13300323486328,142.7899932861328,171.66000366210938,88.83000183105469,146.0,166.82000732421875,86.73200225830078,142.75999450683594,168.1999969482422,88.69999694824219,145.24000549316406,43997500,283220000,16307400
2024-04-09,170.77999877929688,85.34698486328125,144.94273376464844,170.77999877929688,85.35399627685547,145.39999389648438,171.60000610351562,87.63500213623047,148.1699981689453,167.2899932861328,83.02200317382812,142.9499969482422,170.2100067138672,87.44200134277344,146.25999450683594,42928000,503547000,18488000
2024-04-10,167.13999938964844,87.03185272216797,145.76016235351562,167.13999938964844,87.03900146484375,146.22000122070312,169.77999877929688,87.4000015258789,148.42999267578125,164.0,83.70899963378906,145.25999450683594,166.7100067138672,83.9260025024414,146.6300048828125,59600000,431929000,18861300
2024-04-11,170.5,90.60855102539062,146.73707580566406,170.5,90.61599731445312,147.1999969482422,170.9499969482422,90.73899841308594,147.55999755859375,166.5500030517578,86.9260025024414,144.1300048828125,167.5500030517578,87.41999816894531,147.1999969482422,48994500,431637000,11818800
2024-04-12,163.27999877929688,88.17875671386719,142.07179260253906,163.27999877929688,88.18599700927734,142.52000427246094,165.6999969482422,90.17500305175781,146.50999450683594,161.82000732421875,87.52999877929688,142.14999389648438,164.52999877929688,89.6989974975586,145.0,63334200,426805000,11981400
2024-04-15,160.32000732421875,85.99393463134766,139.69927978515625,160.32000732421875,86.0009994506836,140.13999938964844,164.44000244140625,90.61299896240234,145.47999572753906,158.75999450683594,85.92900085449219,139.8800048828125,164.42999267578125,89.0979995727539,145.02000427246094,61461200,443077000,13458800
2024-04-16,163.4600067138672,87.40782165527344,139.3603515625,163.4600067138672,87.41500091552734,139.8000030517578,164.8800048828125,88.11799621582031,140.5399932861328,161.6699981689453,86.06400299072266,137.05999755859375,162.27999877929688,86.43299865722656,137.88999938964844,55302100,370453000,14218200
2024-04-17,154.02000427246094,84.0280990600586,138.5927734375,154.02000427246094,84.03500366210938,139.02999877929688,164.4499969482422,88.7750015258789,142.57000732421875,153.8800048828125,83.94999694824219,137.36000061035156,163.97000122070312,88.33999633789062,141.1300048828125,75909000,495400000,18823200
2024-04-18,155.0800018310547,84.6640396118164,131.85403442382812,155.0800018310547,84.6709976196289,132.27000427246094,156.9600067138672,86.19000244140625,135.1300048828125,152.32000732421875,82.4020004272461,130.3000030517578,155.50999450683594,84.97000122070312,132.88999938964844,52669800,447260000,39306100
2024-04-19,146.63999938964844,76.19374084472656,127.29840087890625,146.63999938964844,76.19999694824219,127.69999694824219,154.25,84.3239974975586,131.5500030517578,145.2899932861328,75.60600280761719,126.63999938964844,151.58999633789062,83.1500015258789,129.3699951171875,71232500,875198000,28248000
2024-04-22,148.63999938964844,79.51146697998047,129.34194946289062,148.63999938964844,79.51799774169922,129.75,149.88999938964844,80.072998046875,130.66000366210938,145.6300048828125,76.4000015258789,125.77999877929688,148.14999389648438,78.10399627685547,126.75,49397000,596341000,18556800
2024-04-23,152.27000427246094,82.41622924804688,133.0103759765625,152.27000427246094,82.4229965209961,133.42999267578125,153.5,82.76899719238281,133.7100067138672,150.35000610351562,80.26399993896484,130.66000366210938,151.64999389648438,80.76899719238281,131.36000061035156,46051900,438559000,12573800
2024-04-24,151.74000549316406,79.67045593261719,132.5518341064453,151.74000549316406,79.677001953125,132.97000122070312,157.66000366210938,84.08200073242188,136.2899932861328,150.6300048828125,79.18299865722656,131.5399932861328,156.55999755859375,83.94999694824219,136.08999633789062,43412600,512208000,15558000
2024-04-25,153.75999450683594,82.62521362304688,136.15048217773438,153.75999450683594,82.63200378417969,136.5800018310547,155.13999938964844,83.322998046875,137.83999633789062,146.75,78.2229995727539,128.86000061035156,149.14999389648438,78.86799621582031,130.0,41471400,424641000,18034300
2024-04-26,157.39999389648438,87.72779083251953,137.8650665283203,157.39999389648438,87.73500061035156,138.3000030517578,158.6300048828125,88.33100128173828,138.74000549316406,153.42999267578125,83.38700103759766,135.9499969482422,154.24000549316406,83.81800079345703,136.80999755859375,42510700,551011000,9453400
2024-04-29,160.1999969482422,87.74979400634766,138.06443786621094,160.1999969482422,87.75700378417969,138.5,160.77000427246094,87.99199676513672,138.64999389648438,156.25999450683594,85.26599884033203,135.91000366210938,159.0800018310547,87.59500122070312,138.0,43478200,388971000,9997100
2024-04-30,158.3800048828125,86.39490509033203,136.9080810546875,158.3800048828125,86.4020004272461,137.33999633789062,162.2899932861328,88.81900024414062,139.6999969482422,158.35000610351562,86.30000305175781,137.25999450683594,160.6300048828125,87.23999786376953,137.94000244140625,60742800,363709000,10980600
2024-05-01,144.27000427246094,83.0341796875,134.51564025878906,144.27000427246094,83.04100036621094,134.94000244140625,151.3699951171875,86.0,139.42999267578125,142.13999938964844,81.25499725341797,133.2100067138672,148.11000061035156,85.0770034790039,137.4199981689453,89413200,559863000,12561800
2024-05-02,146.16000366210938,85.80995178222656,135.80157470703125,146.16000366210938,85.81700134277344,136.22999572753906,147.6199951171875,86.23699951171875,136.74000549316406,141.16000366210938,83.19999694824219,133.22000122070312,145.50999450683594,84.4489974975586,135.60000610351562,50034700,377898000,9261900
2024-05-03,150.60000610351562,88.78170776367188,141.11480712890625,150.60000610351562,88.78900146484375,141.55999755859375,150.7899932861328,89.28099822998047,142.11000061035156,147.24000549316406,87.04000091552734,138.75999450683594,148.75,87.78900146484375,138.89999389648438,49361100,398341000,13264300
2024-05-06,155.77999877929688,92.13243103027344,142.38082885742188,155.77999877929688,92.13999938964844,142.8300018310547,156.64999389648438,92.22000122070312,142.8300018310547,151.25999450683594,89.05500030517578,139.80999755859375,153.10000610351562,89.38999938964844,140.47000122070312,44624500,376203000,8601600
2024-05-07,154.42999267578125,90.54656219482422,140.66622924804688,154.42999267578125,90.55400085449219,141.11000061035156,157.6999969482422,91.78099822998047,142.2899932861328,153.66000366210938,89.01100158691406,140.50999450683594,156.32000732421875,91.0979995727539,141.8699951171875,37374900,437342000,8682900
2024-05-08,153.6199951171875,90.40457916259766,143.14840698242188,153.6199951171875,90.41200256347656,143.60000610351562,155.3300018310547,91.19400024414062,144.25999450683594,152.52000427246094,89.41999816894531,140.8000030517578,153.39999389648438,89.48300170898438,141.11000061035156,28728000,325721000,10202300
2024-05-09,152.38999938964844,88.73971557617188,142.3409423828125,152.38999938964844,88.74700164794922,142.7899932861328,154.08999633789062,91.0719985961914,143.35000610351562,150.61000061035156,88.23100280761719,141.1300048828125,153.1300048828125,90.52899932861328,142.94000244140625,33018000,378013000,8012700
2024-05-10,151.9199981689453,89.87061309814453,148.79058837890625,151.9199981689453,89.87799835205078,149.25999450683594,156.3699951171875,91.4010009765625,150.5,151.30999755859375,89.22699737548828,146.92999267578125,154.2899932861328,90.30500030517578,147.22000122070312,37652800,335325000,23671400
2024-05-13,150.55999755859375,90.3915786743164,145.94956970214844,150.55999755859375,90.39900207519531,146.41000366210938,153.3300018310547,90.99800109863281,148.44000244140625,150.39999389648438,88.52899932861328,146.3000030517578,151.27999877929688,90.47799682617188,148.02000427246094,27859200,289680000,8278700
2024-05-14,153.16000366210938,91.34849548339844,151.47213745117188,153.16000366210938,91.35600280761719,151.9499969482422,153.49000549316406,91.6510009765625,152.00999450683594,148.77999877929688,88.93399810791016,146.25,150.42999267578125,89.5989990234375,146.49000549316406,31938300,296507000,12316500
2024-05-15,159.6699981689453,94.62222290039062,155.09072875976562,159.6699981689453,94.62999725341797,155.5800018310547,159.69000244140625,94.86199951171875,156.0,154.6999969482422,91.5989990234375,152.72999572753906,155.58999633789062,92.47200012207031,153.36000061035156,43195900,417735000,14027100
2024-05-16,162.6199951171875,94.35124969482422,151.75125122070312,162.6199951171875,94.35900115966797,152.22999572753906,168.05999755859375,95.81900024414062,155.05999755859375,159.89999389648438,94.10299682617188,152.2100067138672,160.9199981689453,94.91000366210938,154.10000610351562,76726700,323952000,13394100
2024-05-17,164.47000122070312,92.47139739990234,151.20298767089844,164.47000122070312,92.47899627685547,151.67999267578125,169.72000122070312,94.73999786376953,154.0,162.32000732421875,91.80599975585938,150.83999633789062,168.42999267578125,94.36900329589844,154.0,65944400,359691000,7711200
2024-05-20,166.3300018310547,94.772216796875,153.06710815429688,166.3300018310547,94.77999877929688,153.5500030517578,168.49000549316406,95.19999694824219,154.24000549316406,164.47000122070312,93.44000244140625,150.82000732421875,165.5500030517578,93.75,151.6699981689453,45618000,318764000,9261200
2024-05-21,164.66000366210938,95.37816619873047,153.1867218017578,164.66000366210938,95.38600158691406,153.6699981689453,165.8300018310547,95.4000015258789,153.99000549316406,163.10000610351562,93.18000030517578,151.9499969482422,164.0,93.5989990234375,152.3000030517578,30005500,328946000,7919400
2024-05-22,165.52000427246094,94.94219970703125,155.65892028808594,165.52000427246094,94.94999694824219,156.14999389648438,169.80999755859375,96.0199966430664,157.22999572753906,163.86000061035156,93.2490005493164,154.5399932861328,167.41000366210938,95.45899963378906,155.8800048828125,47426700,548648000,13455200
2024-05-23,160.42999267578125,103.79048156738281,156.59597778320312,160.42999267578125,103.79900360107422,157.08999633789062,173.13999938964844,106.31999969482422,160.77999877929688,158.27000427246094,101.5199966430664,155.8699951171875,170.17999267578125,102.02799987792969,159.17999267578125,91888800,835065000,20873000
2024-05-24,166.36000061035156,106.46025848388672,159.496826171875,166.36000061035156,106.46900177001953,160.0,167.66000366210938,106.4749984741211,160.66000366210938,160.25,103.0,156.7100067138672,161.41000366210938,104.4489974975586,157.1999969482422,54795400,429494000,11895500
2024-05-28,171.61000061035156,113.89164733886719,158.90867614746094,171.61000061035156,113.9010009765625,159.41000366210938,174.5500030517578,114.93900299072266,160.3800048828125,164.9600067138672,109.88300323486328,157.60000610351562,169.4199981689453,110.24400329589844,159.67999267578125,66495400,652728000,13964400
2024-05-29,165.13999938964844,114.81556701660156,153.8546142578125,165.13999938964844,114.82499694824219,154.33999633789062,168.47999572753906,115.49199676513672,156.8800048828125,162.91000366210938,110.9010009765625,153.2100067138672,167.4600067138672,113.05000305175781,156.75,56537500,557442000,15780000
2024-05-30,166.75,110.49092102050781,152.47897338867188,166.75,110.5,152.9600067138672,168.75,115.81900024414062,154.0500030517578,163.8000030517578,109.66300201416016,151.88999938964844,167.89999389648438,114.6500015258789,153.58999633789062,46479900,487350000,9711000
2024-05-31,166.89999389648438,109.6240005493164,150.5649871826172,166.89999389648438,109.63300323486328,151.0399932861328,169.5,112.71700286865234,152.5,160.07000732421875,106.94000244140625,147.80999755859375,166.64999389648438,112.5199966430664,151.47999572753906,64331900,613263000,13782600
2024-06-03,163.5500030517578,114.99055480957031,154.46270751953125,163.5500030517578,115.0,154.9499969482422,171.0800018310547,115.0,157.14999389648438,160.91000366210938,112.00299835205078,152.4600067138672,170.82000732421875,113.62100219726562,155.1199951171875,59157600,438392000,12924400
2024-06-04,159.99000549316406,116.42742919921875,151.99050903320312,159.99000549316406,116.43699645996094,152.47000122070312,164.8300018310547,116.5999984741211,153.7899932861328,158.8699951171875,114.04499816894531,150.99000549316406,162.83999633789062,115.71600341796875,153.39999389648438,48157200,403324000,10066700
2024-06-05,166.1699981689453,122.42994689941406,162.4076385498047,166.1699981689453,122.44000244140625,162.9199981689453,167.1199951171875,122.4489974975586,163.72999572753906,161.3800048828125,117.46800231933594,157.9499969482422,162.07000732421875,118.37100219726562,158.58999633789062,60507500,528402000,23192600
2024-06-06,166.77999877929688,120.9880599975586,161.56031799316406,166.77999877929688,120.99800109863281,162.07000732421875,169.50999450683594,125.58699798583984,164.6999969482422,163.86000061035156,118.31999969482422,160.36000061035156,165.4600067138672,124.0479965209961,164.52000427246094,47153700,664696000,14819100
2024-06-07,167.8699951171875,120.8780746459961,163.87301635742188,167.8699951171875,120.88800048828125,164.38999938964844,169.4499969482422,121.69200134277344,166.1199951171875,165.86000061035156,118.02200317382812,161.9600067138672,166.58999633789062,119.7699966430664,163.57000732421875,44796000,412386000,14023300
2024-06-10,160.33999633789062,121.77999877929688,167.63116455078125,160.33999633789062,121.79000091552734,168.16000366210938,165.5500030517578,123.0999984741211,169.83999633789062,159.61000061035156,117.01000213623047,162.4199981689453,162.47999572753906,120.37000274658203,164.0,67575600,314162700,12438400
2024-06-11,158.9600067138672,120.91000366210938,165.18887329101562,158.9600067138672,120.91000366210938,165.7100067138672,161.5399932861328,122.87000274658203,168.41000366210938,156.9199981689453,118.73999786376953,163.7899932861328,160.5,121.7699966430664,168.17999267578125,40497100,222551200,11508600
2024-06-12,160.24000549316406,125.19999694824219,172.43600463867188,160.24000549316406,125.19999694824219,172.97999572753906,162.24000549316406,126.87999725341797,176.05999755859375,158.6199951171875,122.56999969482422,171.5399932861328,160.32000732421875,123.05999755859375,173.36000061035156,48325800,299595000,20309500
2024-06-13,159.89999389648438,129.61000061035156,172.91000366210938,159.89999389648438,129.61000061035156,172.91000366210938,162.66000366210938,129.8000030517578,174.07000732421875,157.30999755859375,127.16000366210938,170.50999450683594,160.39999389648438,129.38999938964844,172.9499969482422,44442500,260704500,15591800
2024-06-14,159.6300048828125,131.8800048828125,172.50999450683594,159.6300048828125,131.8800048828125,172.50999450683594,161.33999633789062,132.83999633789062,173.63999938964844,157.61000061035156,128.32000732421875,170.36000061035156,158.5,129.9600067138672,172.0,34054000,309320400,9192500
2024-06-17,158.39999389648438,130.97999572753906,177.24000549316406,158.39999389648438,130.97999572753906,177.24000549316406,159.22999572753906,133.72999572753906,178.6699981689453,154.13999938964844,129.5800018310547,173.47999572753906,158.0,132.99000549316406,177.83999633789062,44507700,288504400,18593700
2024-06-18,154.6300048828125,135.5800018310547,179.69000244140625,154.6300048828125,135.5800018310547,179.69000244140625,157.24000549316406,136.3300018310547,184.86000061035156,153.33999633789062,130.69000244140625,178.99000549316406,156.99000549316406,131.13999938964844,180.02000427246094,51852000,294335100,27155100
